place_id,review_type,1st_topic,2nd_topic,3rd_topic,name,region
ChIJQaThpYMs_0cRG6MiWlSxymQ,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier jacques boutard,Nouvelle-Aquitaine
ChIJQwhZg-C6rhIRHV4Y7-PIiTU,negatif,attente,mauvaise expérience,personnel désagréable,hôpital pierre-paul riquet,Occitanie
ChIJQwhZg-C6rhIRHV4Y7-PIiTU,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,hôpital pierre-paul riquet,Occitanie
ChIJQwzMj4KFi0cRANVb4yurCA8,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier annecy genevois,Auvergne-Rhône-Alpes
ChIJQwzMj4KFi0cRANVb4yurCA8,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier annecy genevois,Auvergne-Rhône-Alpes
ChIJR0Qwt33C9EcRJ9ZMIpJfBtE,negatif,attente,mauvaise expérience,examen et consultation,ghm les portes du sud,Auvergne-Rhône-Alpes
ChIJR0Qwt33C9EcRJ9ZMIpJfBtE,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,examen et consultation,ghm les portes du sud,Auvergne-Rhône-Alpes
ChIJR2QIzT3C-EcRruFIHRkkyjg,positif,professionnalisme,locaux et accès,attente,centre hospitalier gériatrique,Nouvelle-Aquitaine
ChIJR3tRwbag-0cR-TrhxCO67rc,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier de châteauroux,Centre-Val de Loire
ChIJR3tRwbag-0cR-TrhxCO67rc,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de châteauroux,Centre-Val de Loire
ChIJR7YajfbZVA0RkkyC4YdFD7Q,negatif,attente,mauvaise expérience,examen et consultation,groupe hospitalier pellegrin,Nouvelle-Aquitaine
ChIJR7YajfbZVA0RkkyC4YdFD7Q,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,groupe hospitalier pellegrin,Nouvelle-Aquitaine
ChIJRQbJBmeJrBIRhmkmwgozI7w,negatif,attente,mauvaise expérience,prise en charge d'urgence 2,centre hospitalier,Occitanie
ChIJRQbJBmeJrBIRhmkmwgozI7w,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier,Occitanie
ChIJRTherHAz2hIR30Nj1QeFrNo,negatif,attente,personnel désagréable,prise en charge d'urgence 2,centre hospitalier de sartène,Corse
ChIJRTherHAz2hIR30Nj1QeFrNo,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,centre hospitalier de sartène,Corse
ChIJRVZq8q4MBUgRwO_MsEkQmYw,negatif,attente,prise en charge d'urgence 2,personnel désagréable,hôpital intercommunal du pays de retz,Pays de la Loire
ChIJRVZq8q4MBUgRwO_MsEkQmYw,positif,professionnalisme,maternité,examen et consultation,hôpital intercommunal du pays de retz,Pays de la Loire
ChIJRb6U2dUYEEgR3NK91ciVg_o,positif,personnel agréable et à l'écoute,locaux et accès,prise en charge d'urgence 2,centre hospitalier bretagne atlantique - service cardiologie,Bretagne
ChIJRb6U2dUYEEgROle4j8X6P6I,negatif,attente,prise en charge d'urgence 1,mauvaise expérience,centre hospitalier bretagne atlantique - service radiologie,Bretagne
ChIJRb6U2dUYEEgROle4j8X6P6I,positif,personnel agréable et à l'écoute,attente,professionnalisme,centre hospitalier bretagne atlantique - service radiologie,Bretagne
ChIJS0YHFBXZqRIRyLo6zXofvXk,negatif,mauvaise expérience,personnel agréable et à l'écoute,prise en charge d'urgence 2,hôpital gériatrique de vic en bigorre - accueil acacias - centre hospitalier de bigorre,Occitanie
ChIJS0YHFBXZqRIRyLo6zXofvXk,positif,prise en charge d'urgence 1,locaux et accès,personnel agréable et à l'écoute,hôpital gériatrique de vic en bigorre - accueil acacias - centre hospitalier de bigorre,Occitanie
ChIJS4_EXb1VrRIRCo17TM7VsQA,negatif,mauvaise expérience,personnel désagréable,attente,centre hospitalier henri mondor d'aurillac,Auvergne-Rhône-Alpes
ChIJS4_EXb1VrRIRCo17TM7VsQA,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,centre hospitalier henri mondor d'aurillac,Auvergne-Rhône-Alpes
ChIJS6KkWIP7EEgRlabCuxUuwN8,negatif,mauvaise expérience,prise en charge d'urgence 1,prise en charge d'urgence 2,centre hospitalier de kerglanchard - groupe hospitalier bretagne sud - quimperlé,Bretagne
ChIJS7ATci79-kcRjA7a1mRSvTw,negatif,attente,personnel désagréable,examen et consultation,centre hospitalier de la tour blanche,Centre-Val de Loire
ChIJS7ATci79-kcRjA7a1mRSvTw,positif,personnel agréable et à l'écoute,attente,personnel désagréable,centre hospitalier de la tour blanche,Centre-Val de Loire
ChIJS958ju2o8UcR3znoWcZ64NE,negatif,personnel désagréable,mauvaise expérience,prise en charge d'urgence 1,centre hospitalier de decize,Bourgogne-Franche-Comté
ChIJS958ju2o8UcR3znoWcZ64NE,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de decize,Bourgogne-Franche-Comté
ChIJT9uXHxGKDkgRd0JSXWsnjdI,positif,prise en charge d'urgence 2,locaux et accès,personnel agréable et à l'écoute,centre hospitalier de dinan,Bretagne
ChIJTUo3Ppnm9EcRx_Eq6Yh8Soc,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier de givors,Auvergne-Rhône-Alpes
ChIJTUo3Ppnm9EcRx_Eq6Yh8Soc,positif,maternité,personnel agréable et à l'écoute,prise en charge d'urgence 2,centre hospitalier de givors,Auvergne-Rhône-Alpes
ChIJTWtBPZT_Vg0Rkm32fUzLOmo,negatif,attente,personnel désagréable,prise en charge d'urgence 2,centre hospitalier général d'oloron,Nouvelle-Aquitaine
ChIJTWtBPZT_Vg0Rkm32fUzLOmo,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier général d'oloron,Nouvelle-Aquitaine
ChIJTWxzLr_zqxIRjKkepJr7M-0,positif,professionnalisme,personnel agréable et à l'écoute,maternité,centre hospitalier intercommunal castelsarrasin moissac,Occitanie
ChIJTX_b9fnV-UcRRqKUJXDzlMU,negatif,attente,mauvaise expérience,prise en charge d'urgence 1,centre hospitalier du pays d'eygurande,Nouvelle-Aquitaine
ChIJTXrW_arCrRIRPfc-zWxvIeY,negatif,examen et consultation,attente,mauvaise expérience,centre hospitalier d'albi,Occitanie
ChIJTXrW_arCrRIRPfc-zWxvIeY,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,centre hospitalier d'albi,Occitanie
ChIJU0w6JD2UC0gR00NYHrHDsQU,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier mémorial de saint-lô,Normandie
ChIJU0w6JD2UC0gR00NYHrHDsQU,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier mémorial de saint-lô,Normandie
ChIJU3clyAyyqxIRnKKahrgOBkY,negatif,mauvaise expérience,personnel agréable et à l'écoute,personnel désagréable,"centre hospitalier départemental ""la candélie""",Nouvelle-Aquitaine
ChIJU3clyAyyqxIRnKKahrgOBkY,positif,professionnalisme,personnel agréable et à l'écoute,personnel désagréable,"centre hospitalier départemental ""la candélie""",Nouvelle-Aquitaine
ChIJU3fW3oLRVQ0Ruw5IJG755Hw,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,professionnalisme,hôpital layné,Nouvelle-Aquitaine
ChIJU6upSEoethIRxN9BJMUCdR8,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier de martigues,Provence-Alpes-Côte d'Azur
ChIJU6upSEoethIRxN9BJMUCdR8,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de martigues,Provence-Alpes-Côte d'Azur
ChIJU9E1j_LqyRIRyPIXsoPDF28,negatif,mauvaise expérience,attente,examen et consultation,hôpital nord,Provence-Alpes-Côte d'Azur
ChIJU9E1j_LqyRIRyPIXsoPDF28,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,hôpital nord,Provence-Alpes-Côte d'Azur
ChIJUZRRAZ1IVg0RmoblInmZfDI,negatif,attente,examen et consultation,prise en charge d'urgence 2,centre hospitalier françois mitterrand de pau,Nouvelle-Aquitaine
ChIJUZRRAZ1IVg0RmoblInmZfDI,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier françois mitterrand de pau,Nouvelle-Aquitaine
ChIJUzdz2mWMD0gRUMI6cXkUYcM,negatif,personnel désagréable,locaux et accès,personnel agréable et à l'écoute,centre hospitalier de basse-vilaine,Bretagne
ChIJVXvQHnbYVA0RHq6UtxL5Z1U,negatif,mauvaise expérience,prise en charge d'urgence 1,attente,centre hospitalier charles perrens,Nouvelle-Aquitaine
ChIJVXvQHnbYVA0RHq6UtxL5Z1U,positif,personnel agréable et à l'écoute,professionnalisme,mauvaise expérience,centre hospitalier charles perrens,Nouvelle-Aquitaine
ChIJVYeWaWW7rhIR4o4W0Pq-A2c,negatif,mauvaise expérience,attente,personnel désagréable,centre hospitalier universitaire de toulouse,Occitanie
ChIJVYeWaWW7rhIR4o4W0Pq-A2c,positif,professionnalisme,personnel agréable et à l'écoute,attente,centre hospitalier universitaire de toulouse,Occitanie
ChIJVYhdfAMt_kcRz0ifDLsXQWE,positif,personnel agréable et à l'écoute,personnel désagréable,professionnalisme,centre d'addictologie de la charente (antenne du centre hospitalier camille claudel),Nouvelle-Aquitaine
ChIJVZEw-eErEkgRm9IXfgWWXyw,negatif,locaux et accès,prise en charge d'urgence 1,prise en charge d'urgence 2,fondation bon sauveur - centre françoise dolto,Bretagne
ChIJVZEw-eErEkgRm9IXfgWWXyw,positif,personnel agréable et à l'écoute,professionnalisme,locaux et accès,fondation bon sauveur - centre françoise dolto,Bretagne
ChIJVbaIxtBiD0gRMxoppjrAdEs,negatif,personnel désagréable,mauvaise expérience,attente,epsylan etablissement psychiatrique de loire-atlantique nord,Pays de la Loire
ChIJVbaIxtBiD0gRMxoppjrAdEs,positif,personnel agréable et à l'écoute,locaux et accès,professionnalisme,epsylan etablissement psychiatrique de loire-atlantique nord,Pays de la Loire
ChIJW18RT2-VDkgRDvvM9ZD31XM,positif,professionnalisme,personnel agréable et à l'écoute,locaux et accès,centre local hospitalier saint-joseph,Bretagne
ChIJW2Dplq-MAEgR5i2EteIrXJA,negatif,examen et consultation,attente,mauvaise expérience,hôpitaux de grand cognac,Nouvelle-Aquitaine
ChIJW2Dplq-MAEgR5i2EteIrXJA,positif,maternité,personnel agréable et à l'écoute,prise en charge d'urgence 2,hôpitaux de grand cognac,Nouvelle-Aquitaine
ChIJW2Wt9_sy-EcRGuYVi1EYhfI,negatif,attente,mauvaise expérience,prise en charge d'urgence 2,centre hospitalier de haute-corrèze,Nouvelle-Aquitaine
ChIJW2Wt9_sy-EcRGuYVi1EYhfI,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de haute-corrèze,Nouvelle-Aquitaine
ChIJW3vw9jwUEEgR-tx476auB58,negatif,personnel désagréable,prise en charge d'urgence 1,attente,centre hospitalier bretagne atlantique,Bretagne
ChIJW3vw9jwUEEgR-tx476auB58,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier bretagne atlantique,Bretagne
ChIJWQKU2eVA_UcRkdQ2BxXAIDI,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier du chinonais,Centre-Val de Loire
ChIJWQKU2eVA_UcRkdQ2BxXAIDI,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,maternité,centre hospitalier du chinonais,Centre-Val de Loire
ChIJWRVO8TDPqkERDrZUJFsPCZw,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier d'angoulême,Nouvelle-Aquitaine
ChIJWRVO8TDPqkERDrZUJFsPCZw,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier d'angoulême,Nouvelle-Aquitaine
ChIJWccy2GH9EUgRCfQycbxh5P8,negatif,attente,mauvaise expérience,examen et consultation,hôpital privé des côtes d'armor,Bretagne
ChIJWccy2GH9EUgRCfQycbxh5P8,positif,personnel agréable et à l'écoute,maternité,professionnalisme,hôpital privé des côtes d'armor,Bretagne
ChIJWxcXmqgT9UcRyCE65M4twfk,negatif,attente,personnel désagréable,prise en charge d'urgence 2,centre hospitalier d'annonay,Auvergne-Rhône-Alpes
ChIJWxcXmqgT9UcRyCE65M4twfk,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier d'annonay,Auvergne-Rhône-Alpes
ChIJX4kbVHR8jEcRC5gdSizYHMo,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier annecy genevois - site de saint-julien en genevois,Auvergne-Rhône-Alpes
ChIJX4kbVHR8jEcRC5gdSizYHMo,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,professionnalisme,centre hospitalier annecy genevois - site de saint-julien en genevois,Auvergne-Rhône-Alpes
ChIJX5Zeul0RDkgRcHXNSeQkciQ,negatif,prise en charge d'urgence 1,attente,examen et consultation,centre hospitalier du penthièvre et du poudouvre,Bretagne
ChIJX5Zeul0RDkgRcHXNSeQkciQ,positif,professionnalisme,personnel agréable et à l'écoute,prise en charge d'urgence 1,centre hospitalier du penthièvre et du poudouvre,Bretagne
ChIJXbQPb0MM5EcR0hf2f874WiQ,negatif,personnel désagréable,prise en charge d'urgence 1,mauvaise expérience,centre hospitalier hôtel dieu,Centre-Val de Loire
ChIJXbQPb0MM5EcR0hf2f874WiQ,positif,professionnalisme,personnel agréable et à l'écoute,maternité,centre hospitalier hôtel dieu,Centre-Val de Loire
ChIJXyFo8DLFVg0RDmSvhotjQ2c,negatif,attente,examen et consultation,prise en charge d'urgence 2,centre hospitalier de saint-palais,Nouvelle-Aquitaine
ChIJXyFo8DLFVg0RDmSvhotjQ2c,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de saint-palais,Nouvelle-Aquitaine
ChIJY4Wtq669FkgRoOHtXSzVVjM,negatif,personnel désagréable,locaux et accès,professionnalisme,centre de soins et réadaptation à guilers,Bretagne
ChIJY4Wtq669FkgRoOHtXSzVVjM,positif,personnel agréable et à l'écoute,professionnalisme,personnel désagréable,centre de soins et réadaptation à guilers,Bretagne
ChIJY6xG1C1H9EcRtp5INKePSYc,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier du forez - site de montbrison,Auvergne-Rhône-Alpes
ChIJY6xG1C1H9EcRtp5INKePSYc,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,centre hospitalier du forez - site de montbrison,Auvergne-Rhône-Alpes
ChIJY9_2z_iIEUgRiJTH5V-c1JU,negatif,mauvaise expérience,maternité,locaux et accès,fondation bon sauveur,Bretagne
ChIJY9_2z_iIEUgRiJTH5V-c1JU,positif,professionnalisme,personnel désagréable,mauvaise expérience,fondation bon sauveur,Bretagne
ChIJYQjTuI8b90cRulIEupivoEI,negatif,attente,mauvaise expérience,examen et consultation,chu clermont-fd : site gabriel-montpied,Auvergne-Rhône-Alpes
ChIJYQjTuI8b90cRulIEupivoEI,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,chu clermont-fd : site gabriel-montpied,Auvergne-Rhône-Alpes
ChIJZ4MssEJZEEgRlEFjF-MG-lo,negatif,attente,prise en charge d'urgence 1,personnel désagréable,epsm sud bretagne ch charcot (direction et services administratifs),Bretagne
ChIJZ4MssEJZEEgRlEFjF-MG-lo,positif,personnel désagréable,maternité,prise en charge d'urgence 2,epsm sud bretagne ch charcot (direction et services administratifs),Bretagne
ChIJZ8C4qSSNqxIRvyMmdI2i_EA,negatif,attente,examen et consultation,prise en charge d'urgence 1,centre hospitalier intercommunal castelsarrasin moissac,Occitanie
ChIJZ8C4qSSNqxIRvyMmdI2i_EA,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier intercommunal castelsarrasin moissac,Occitanie
ChIJZQi0O9aD2RIRMon-5sh1I20,negatif,examen et consultation,mauvaise expérience,prise en charge d'urgence 2,centre médico-psychologique et centre accueil thérapeutique temps partiel,Corse
ChIJZQi0O9aD2RIRMon-5sh1I20,positif,professionnalisme,mauvaise expérience,personnel désagréable,centre médico-psychologique et centre accueil thérapeutique temps partiel,Corse
ChIJZTqdHQPN9kcRmpn9FiJcw9Q,negatif,attente,personnel désagréable,prise en charge d'urgence 1,centre hospitalier de vichy,Auvergne-Rhône-Alpes
ChIJZTqdHQPN9kcRmpn9FiJcw9Q,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de vichy,Auvergne-Rhône-Alpes
ChIJZb3z9PxiVQ0R-sQ_cKa4b-k,negatif,professionnalisme,attente,mauvaise expérience,centre hospitalier sud gironde (site de la réole),Nouvelle-Aquitaine
ChIJZb3z9PxiVQ0R-sQ_cKa4b-k,positif,professionnalisme,personnel agréable et à l'écoute,maternité,centre hospitalier sud gironde (site de la réole),Nouvelle-Aquitaine
ChIJZeLFBuSn5EcRO26J3HpT5sc,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier de blois,Centre-Val de Loire
ChIJZeLFBuSn5EcRO26J3HpT5sc,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,maternité,centre hospitalier de blois,Centre-Val de Loire
ChIJ_1VSFMEnVQ0RbgURachHlc0,negatif,attente,examen et consultation,personnel désagréable,hôpital saint-andré,Nouvelle-Aquitaine
ChIJ_1VSFMEnVQ0RbgURachHlc0,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,hôpital saint-andré,Nouvelle-Aquitaine
ChIJ_6q_CzHzEUgRaUeFAs5OeSU,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,centre médico psychologique,Bretagne
ChIJ____88N6AEgRRHmBSW81b2k,positif,prise en charge d'urgence 2,examen et consultation,professionnalisme,hôpitaux du sud charente : service des urgences,Nouvelle-Aquitaine
ChIJ____TIZAUQ0RYq5BJCQkDiw,positif,personnel agréable et à l'écoute,professionnalisme,personnel désagréable,centre hospitalier de la côte basque service des urgences,Nouvelle-Aquitaine
ChIJ_____78c60cRT57o0Tkdydo,negatif,examen et consultation,mauvaise expérience,personnel désagréable,centre hospitalier verdun site saint-nicolas,Grand Est
ChIJ_____78c60cRT57o0Tkdydo,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier verdun site saint-nicolas,Grand Est
ChIJ____z4keEEgR6rUHks8XE-E,negatif,examen et consultation,attente,professionnalisme,centre hospitalier chubert service des urgences,Bretagne
ChIJ_cyigm7YVA0RFysrAnsXrfI,negatif,personnel désagréable,mauvaise expérience,attente,centre hospitalier​ universitaire de bordeaux,Nouvelle-Aquitaine
ChIJ_cyigm7YVA0RFysrAnsXrfI,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,centre hospitalier​ universitaire de bordeaux,Nouvelle-Aquitaine
ChIJ_yJ2d_fX-0cRJbIKR6yC9lI,positif,personnel agréable et à l'écoute,attente,prise en charge d'urgence 2,centre hospitalier la valette,Nouvelle-Aquitaine
ChIJa-NVMCWB4UcRrKGXus17SCo,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier de l'aigle,Normandie
ChIJa-NVMCWB4UcRrKGXus17SCo,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,attente,centre hospitalier de l'aigle,Normandie
ChIJa6zsxnYbEkgR16WyBFLvbDM,negatif,examen et consultation,attente,prise en charge d'urgence 1,"centre hospitalier de paimpol, service d'urgence",Bretagne
ChIJa6zsxnYbEkgR16WyBFLvbDM,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,personnel désagréable,"centre hospitalier de paimpol, service d'urgence",Bretagne
ChIJa8uqbQ3UqRIREixZczv2J1w,negatif,attente,mauvaise expérience,personnel désagréable,centre hospitalier de bigorre,Occitanie
ChIJa8uqbQ3UqRIREixZczv2J1w,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de bigorre,Occitanie
ChIJaaEnQ3YbEkgRftA4Krvd-_A,negatif,personnel désagréable,attente,prise en charge d'urgence 2,centre hospitalier paimpol,Bretagne
ChIJae9ZdQa7EUgRW7hE1Mbe9uc,negatif,examen et consultation,locaux et accès,mauvaise expérience,centre hospitalier spécialisé chs,Bretagne
ChIJae9ZdQa7EUgRW7hE1Mbe9uc,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,locaux et accès,centre hospitalier spécialisé chs,Bretagne
ChIJb8oovQudDkgR6ajxogTkBq4,positif,maternité,locaux et accès,professionnalisme,centre hospitalier des prés bosgers,Bretagne
ChIJbTjiQHcbEkgRVwBEZPAigGo,negatif,examen et consultation,attente,mauvaise expérience,hôpital,Bretagne
ChIJbTjiQHcbEkgRVwBEZPAigGo,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,hôpital,Bretagne
ChIJbaK5LMyktRIRPNQYlun1BnA,negatif,examen et consultation,attente,mauvaise expérience,centre hospitalier de bagnols-sur-cèze,Occitanie
ChIJbaK5LMyktRIRPNQYlun1BnA,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de bagnols-sur-cèze,Occitanie
ChIJbbpxCcR6AEgRh13635WUJtk,negatif,attente,examen et consultation,prise en charge d'urgence 1,hôpital de barbezieux-saint-hilaire,Nouvelle-Aquitaine
ChIJbbpxCcR6AEgRh13635WUJtk,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,hôpital de barbezieux-saint-hilaire,Nouvelle-Aquitaine
ChIJbdsbfy1JVQ0RbnkztDGNREw,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier de libourne,Nouvelle-Aquitaine
ChIJbdsbfy1JVQ0RbnkztDGNREw,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de libourne,Nouvelle-Aquitaine
ChIJbfzIBQOnrRIRtuSQQ2lJnIU,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier,Occitanie
ChIJbfzIBQOnrRIRtuSQQ2lJnIU,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier,Occitanie
ChIJbxwyoLxVrRIRy7Rh-vJtgkY,negatif,attente,mauvaise expérience,examen et consultation,centre hospitalier henri mondor,Auvergne-Rhône-Alpes
ChIJbxwyoLxVrRIRy7Rh-vJtgkY,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,centre hospitalier henri mondor,Auvergne-Rhône-Alpes
ChIJc-XoJ7NiEUgR6KE8i2WSwMc,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,centre hospitalier,Bretagne
ChIJc24NyDPID0gRjIrFbeqCAr0,positif,professionnalisme,personnel désagréable,attente,établissement public de santé mentale morbihan,Bretagne
ChIJcQAJfVZNtRIRWOBBppB2QJQ,negatif,attente,examen et consultation,prise en charge d'urgence 1,centre hospitalier de valence,Auvergne-Rhône-Alpes
ChIJcQAJfVZNtRIRWOBBppB2QJQ,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de valence,Auvergne-Rhône-Alpes
ChIJcZfTqSidqRIRnGNaxJuG1X8,positif,examen et consultation,maternité,personnel agréable et à l'écoute,centre hospitalier,Occitanie
ChIJcboXXaLKtRIRax2cQ_6UBMA,negatif,attente,personnel désagréable,mauvaise expérience,hôpital d’uzès,Occitanie
ChIJcboXXaLKtRIRax2cQ_6UBMA,positif,personnel agréable et à l'écoute,maternité,professionnalisme,hôpital d’uzès,Occitanie
ChIJcfUz7vf5EEgRKUSDj1Q2oM0,negatif,prise en charge d'urgence 1,professionnalisme,personnel agréable et à l'écoute,ehpad bois joly - groupe hospitalier bretagne sud - quimperlé,Bretagne
ChIJcfUz7vf5EEgRKUSDj1Q2oM0,positif,personnel agréable et à l'écoute,locaux et accès,professionnalisme,ehpad bois joly - groupe hospitalier bretagne sud - quimperlé,Bretagne
ChIJd6ElY2P05UcRmzZomQY1vVI,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier de fontainebleau,Île-de-France
ChIJd6ElY2P05UcRmzZomQY1vVI,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,maternité,centre hospitalier de fontainebleau,Île-de-France
ChIJd6yztGIui0cROd2puE8pQ5s,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier pierre oudot,Auvergne-Rhône-Alpes
ChIJd6yztGIui0cROd2puE8pQ5s,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,maternité,centre hospitalier pierre oudot,Auvergne-Rhône-Alpes
ChIJdRi-lVhIVg0R8ExJUiEVJeo,negatif,personnel désagréable,prise en charge d'urgence 1,mauvaise expérience,centre hospitalier des pyrénées,Nouvelle-Aquitaine
ChIJdYJlq7eXBkgRf4DTe7EgxT8,negatif,attente,examen et consultation,prise en charge d'urgence 1,centre hospitalier de fontenay-le-comte,Pays de la Loire
ChIJdYJlq7eXBkgRf4DTe7EgxT8,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,maternité,centre hospitalier de fontenay-le-comte,Pays de la Loire
ChIJdb-Si-I_rBIRVtgdYQh-LEc,negatif,prise en charge d'urgence 2,attente,examen et consultation,centre hospitalier nègrepelisse,Occitanie
ChIJdbVhF_JCtBIRd9jDM6ydmCc,negatif,attente,mauvaise expérience,examen et consultation,centre hospitalier alès-cévennes,Occitanie
ChIJdbVhF_JCtBIRd9jDM6ydmCc,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier alès-cévennes,Occitanie
ChIJdw7-cW858kcROQEVjdlJ9HA,negatif,attente,mauvaise expérience,examen et consultation,centre hospitalier d'autun,Bourgogne-Franche-Comté
ChIJdw7-cW858kcROQEVjdlJ9HA,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,examen et consultation,centre hospitalier d'autun,Bourgogne-Franche-Comté
ChIJeYe-7AUN5EcRKBK8iH5-Pew,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier de chartres,Centre-Val de Loire
ChIJeYe-7AUN5EcRKBK8iH5-Pew,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de chartres,Centre-Val de Loire
ChIJe_wD56PJrhIR97Dz0C_GsV4,negatif,personnel désagréable,mauvaise expérience,prise en charge d'urgence 2,centre hospitalier de muret,Occitanie
ChIJe_wD56PJrhIR97Dz0C_GsV4,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 1,centre hospitalier de muret,Occitanie
ChIJebLDgAERDkgRGwN_cqAIZTI,negatif,mauvaise expérience,personnel agréable et à l'écoute,professionnalisme,centre de santé de lamballe,Bretagne
ChIJeyo_jkQk1xIRRDUJZ7YfU58,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,institut de formation en soins infirmiers (ifsi),Corse
ChIJf4MCLHGvyRIRl6O0kaZuk_s,negatif,attente,personnel désagréable,examen et consultation,centre hospitalier la ciotat,Provence-Alpes-Côte d'Azur
ChIJf4MCLHGvyRIRl6O0kaZuk_s,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,centre hospitalier la ciotat,Provence-Alpes-Côte d'Azur
ChIJf4kY31NqtRIRI-A5ImObTR4,negatif,examen et consultation,attente,mauvaise expérience,groupement hospitalier portes de provence,Auvergne-Rhône-Alpes
